"year","mean_occ","sd_occ","mean_col","sd_col","mean_ext","sd_ext"
"2017",0.00606051803437424,0.00126549244692794,0.00377319661056643,0.0148791230080449,0.425061482052671,0.41741689497577
"2018",0.00840726392251816,0.00139941358420736,0.00466167153105917,0.0200031914461616,0.4424560585726,0.417207630107014
"2019",0.00926585956416465,0.00142279858075634,0.0017163635257268,0.00702230790985446,0.408294909544317,0.417097715516834
"2020",0.0117893462469734,0.00156652449124513,0.00397581405492285,0.0188584417478512,0.455252440851965,0.41652335811325
"2021",0.0124997578692494,0.0015648121268132,0.00192775747602161,0.00888790236709277,0.442118658161786,0.42155798648633
"2022",0.0142566585956416,0.00164866550092273,0.00296748102924816,0.0124652632483288,0.416005989938224,0.413809245385671
"2023",0.0160004842615012,0.00164619929522679,0.00310168294844514,0.014893211553499,0.418823384440479,0.423707148828108
