"year","mean_occ","sd_occ","mean_col","sd_col","mean_ext","sd_ext"
"2017",0.00101767126603728,0.000471760026806416,0.00189860003369736,0.00113500976378565,0.464380981562083,0.482461931241877
"2018",0.00251186440677966,0.000772335342772482,0.00189519326659289,0.00109992397107652,0.441349548629973,0.477492569049406
"2019",0.00359854721549637,0.00089838303891399,0.00186030117403691,0.000922993461807317,0.45019433358622,0.48403339986081
"2020",0.00450266343825666,0.00105182124935975,0.00190846194257221,0.00116662640205767,0.457670267597978,0.481187901881508
"2021",0.00546585956416465,0.00117265887019874,0.00190229007091407,0.00112895094281762,0.452158006031198,0.47849965073278
"2022",0.00620920096852301,0.00131564841239991,0.00188290541227887,0.0010353517090277,0.461207189970334,0.482900177094931
"2023",0.00680096852300243,0.00139148960327862,0.00187151490205761,0.00100135648080462,0.471715362736774,0.474748224970996
