"year","mean_occ","sd_occ","mean_col","sd_col","mean_ext","sd_ext"
"2017",8.54244527495996e-06,4.703050305413e-05,0.00608760785919453,0.0245371453544771,0.387941497619505,0.418506318506292
"2018",0.00541201602136185,0.00103037398226071,0.00530361826924053,0.0345382869543643,0.387547317097947,0.420488338977036
"2019",0.00650146862483316,0.00119795174044465,0.00412715595428203,0.0302002404000635,0.387315736808239,0.421643857790089
"2020",0.01016608811749,0.00144244608892719,0.00565588246285568,0.0310456795858026,0.383800903039555,0.420061949556843
"2021",0.0103417890520694,0.00155150576192474,0.00341672690962944,0.0215076688279,0.384497342461262,0.418014151690986
"2022",0.0144688918558078,0.00172047248961697,0.00631630440240407,0.0320270494773088,0.385670868838692,0.422805890931446
"2023",0.014347129506008,0.00170875754150929,0.00362212394199512,0.019394489477776,0.377617497637794,0.417703826077211
